CaseNum,Status,Date,Generated_at,Status_Short
1990127683,RFE Sent,"December 29, 2021",,2a-RFE
1990182574,Fingerprints Taken,"December 29, 2021",,1-Fingerprint-taken
1990229356,Fingerprints Taken,"December 29, 2021",,1-Fingerprint-taken
1990229361,Fingerprints Taken,"December 29, 2021",,1-Fingerprint-taken
1990229364,Fingerprints Taken,"December 29, 2021",,1-Fingerprint-taken
1990291077,Case Was Approved,"December 29, 2021",,4-Approved
1990291141,Fingerprints Taken,"December 29, 2021",,1-Fingerprint-taken
1990301317,Fingerprints Taken,"December 29, 2021",,1-Fingerprint-taken
1990305917,Card Was Delivered,"December 29, 2021",,4-Approved
1990314956,Fingerprints Taken,"December 29, 2021",,1-Fingerprint-taken
1990319612,Fingerprints Taken,"December 29, 2021",,1-Fingerprint-taken
1990326936,RFE Responded,"December 29, 2021",,2a-RFE
1990013464,RFE Responded,"December 30, 2021",,2a-RFE
1990133491,RFE Responded,"December 30, 2021",,2a-RFE
1990291077,Card Was Mailed To Me,"December 30, 2021",,4-Approved
1990328498,RFE Responded,"December 30, 2021",,2a-RFE
1990328501,RFE Responded,"December 30, 2021",,2a-RFE
1990082354,New Card Is Being Produced,"January 4, 2022",,4-Approved
1990111045,New Card Is Being Produced,"January 4, 2022",,4-Approved
1990111049,New Card Is Being Produced,"January 4, 2022",,4-Approved
1990111051,New Card Is Being Produced,"January 4, 2022",,4-Approved
1990122651,RFE Responded,"January 4, 2022",,2a-RFE
1990216412,Case Was Transferred,"January 4, 2022",,0-Received
1990305935,RFE Sent,"January 4, 2022",,2a-RFE
1990082354,Case Was Approved,"January 5, 2022",,4-Approved
1990111045,Case Was Approved,"January 5, 2022",,4-Approved
1990111049,Case Was Approved,"January 5, 2022",,4-Approved
1990111051,Case Was Approved,"January 5, 2022",,4-Approved
1990161963,Case Was Denied,"January 5, 2022",,4-Denied
1990241636,RFE Sent,"January 5, 2022",,2a-RFE
1990241637,RFE Sent,"January 5, 2022",,2a-RFE
1990245252,New Card Is Being Produced,"January 5, 2022",,4-Approved
1990291077,Card Was Delivered,"January 5, 2022",,4-Approved
1990317467,RFE Sent,"January 5, 2022",,2a-RFE
1990328357,Expedite Request Denied,"January 5, 2022",,2b-Expedite
1990082354,Card Was Mailed To Me,"January 6, 2022",,4-Approved
1990111045,Card Was Mailed To Me,"January 6, 2022",,4-Approved
1990111049,Card Was Mailed To Me,"January 6, 2022",,4-Approved
1990111051,Card Was Mailed To Me,"January 6, 2022",,4-Approved
1990226202,RFE Responded,"January 6, 2022",,2a-RFE
1990226205,RFE Responded,"January 6, 2022",,2a-RFE
1990226208,RFE Responded,"January 6, 2022",,2a-RFE
1990226211,RFE Responded,"January 6, 2022",,2a-RFE
1990245252,Case Was Approved,"January 6, 2022",,4-Approved
1990311577,Expedite Request Denied,"January 6, 2022",,2b-Expedite
1990321195,RFE Responded,"January 6, 2022",,2a-RFE
1990321198,RFE Responded,"January 6, 2022",,2a-RFE
1990321201,RFE Responded,"January 6, 2022",,2a-RFE
1990321204,RFE Responded,"January 6, 2022",,2a-RFE
1990245252,Card Was Mailed To Me,"January 7, 2022",,4-Approved
1990271381,New Card Is Being Produced,"January 10, 2022",,4-Approved
1990271384,New Card Is Being Produced,"January 10, 2022",,4-Approved
1990271390,New Card Is Being Produced,"January 10, 2022",,4-Approved
1990082354,Card Was Delivered,"January 10, 2022",,4-Approved
1990111045,Card Was Delivered,"January 10, 2022",,4-Approved
1990111049,Card Was Delivered,"January 10, 2022",,4-Approved
1990111051,Card Was Delivered,"January 10, 2022",,4-Approved
1990283157,RFE Sent,"January 10, 2022",,2a-RFE
1990320800,Fingerprints Taken,"January 11, 2022",,1-Fingerprint-taken
1990245252,Card Was Delivered,"January 11, 2022",,4-Approved
1990271381,Case Was Approved,"January 11, 2022",,4-Approved
1990271384,Case Was Approved,"January 11, 2022",,4-Approved
1990271390,Case Was Approved,"January 11, 2022",,4-Approved
1990122651,Case Was Approved,"January 13, 2022",,4-Approved
1990128934,RFE Responded,"January 12, 2022",,2a-RFE
1990226249,RFE Sent,"January 12, 2022",,2a-RFE
1990271381,Card Was Mailed To Me,"January 12, 2022",,4-Approved
1990271384,Card Was Mailed To Me,"January 12, 2022",,4-Approved
1990271390,Card Was Mailed To Me,"January 12, 2022",,4-Approved
1990013464,Case Was Approved,"January 13, 2022",,4-Approved
1990151085,Name Was Updated,"January 13, 2022",,2c-UpdateInfo
1990274755,RFE Responded,"January 13, 2022",,2a-RFE
1990301732,Interview Was Completed,"January 14, 2022",,3-Interview
1990312000,New Card Is Being Produced,"January 13, 2022",,4-Approved
1990312000,Case Was Approved,"January 14, 2022",,4-Approved
1990271381,Card Was Delivered,"January 15, 2022",,4-Approved
1990271384,Card Was Delivered,"January 15, 2022",,4-Approved
1990271390,Card Was Delivered,"January 15, 2022",,4-Approved
1990013464,Card Was Mailed To Me,"January 18, 2022",,4-Approved
1990020546,RFE Responded,"January 18, 2022",,2a-RFE
1990020552,RFE Responded,"January 18, 2022",,2a-RFE
1990122651,Card Was Mailed To Me,"January 18, 2022",,4-Approved
1990312000,Card Was Mailed To Me,"January 18, 2022",,4-Approved
1990004430,New Card Is Being Produced,"January 19, 2022",,4-Approved
1990107262,RFE Sent,"January 19, 2022",,2a-RFE
1990202371,RFE Responded,"January 19, 2022",,2a-RFE
1990271387,New Card Is Being Produced,"January 19, 2022",,4-Approved
1990309244,Fingerprints Taken,"January 19, 2022",,1-Fingerprint-taken
1990309247,Fingerprints Taken,"January 19, 2022",,1-Fingerprint-taken
1990314990,RFE Sent,"January 19, 2022",,2a-RFE
1990314993,RFE Sent,"January 19, 2022",,2a-RFE
1990314996,RFE Sent,"January 19, 2022",,2a-RFE
1990004430,Case Was Approved,"January 20, 2022",,4-Approved
1990020549,RFE Responded,"January 20, 2022",,2a-RFE
1990020553,RFE Responded,"January 20, 2022",,2a-RFE
1990088409,RFE Responded,"January 20, 2022",,2a-RFE
1990088412,RFE Responded,"January 20, 2022",,2a-RFE
1990088415,RFE Responded,"January 20, 2022",,2a-RFE
1990217844,New Card Is Being Produced,"January 20, 2022",,4-Approved
1990271387,Case Was Approved,"January 20, 2022",,4-Approved
1990300879,RFE Responded,"January 20, 2022",,2a-RFE
1990300881,RFE Responded,"January 20, 2022",,2a-RFE
1990300883,RFE Responded,"January 20, 2022",,2a-RFE
1990300885,RFE Responded,"January 20, 2022",,2a-RFE
1990300887,RFE Responded,"January 20, 2022",,2a-RFE
1990004430,Card Was Mailed To Me,"January 21, 2022",,4-Approved
1990013464,Card Was Delivered,"January 21, 2022",,4-Approved
1990078952,RFE Responded,"January 21, 2022",,2a-RFE
1990122651,Card Was Delivered,"January 21, 2022",,4-Approved
1990217844,Case Was Approved,"January 21, 2022",,4-Approved
1990226252,RFE Responded,"January 21, 2022",,2a-RFE
1990271387,Card Was Mailed To Me,"January 21, 2022",,4-Approved
1990312000,Card Was Delivered,"January 21, 2022",,4-Approved
1990076618,New Card Is Being Produced,"January 25, 2022",,4-Approved
1990271387,Card Was Delivered,"January 25, 2022",,4-Approved
1990004430,Card Was Delivered,"January 26, 2022",,4-Approved
1990076618,Case Was Approved,"January 26, 2022",,4-Approved
1990136241,RFE Sent,"January 26, 2022",,2a-RFE
1990202371,New Card Is Being Produced,"January 26, 2022",,4-Approved
1990305000,RFE Sent,"January 26, 2022",,2a-RFE
1990305002,RFE Sent,"January 26, 2022",,2a-RFE
1990020546,New Card Is Being Produced,"January 27, 2022",,4-Approved
1990020549,New Card Is Being Produced,"January 27, 2022",,4-Approved
1990020552,New Card Is Being Produced,"January 27, 2022",,4-Approved
1990133491,New Card Is Being Produced,"January 27, 2022",,4-Approved
1990202371,Case Was Approved,"January 27, 2022",,4-Approved
1990217844,Card Was Delivered,"January 27, 2022",,4-Approved
1990250013,New Card Is Being Produced,"January 27, 2022",,4-Approved
1990305935,RFE Responded,"January 27, 2022",,2a-RFE
1990312564,RFE Responded,"January 27, 2022",,2a-RFE
1990312567,RFE Responded,"January 27, 2022",,2a-RFE
1990312570,RFE Responded,"January 27, 2022",,2a-RFE
1990312573,RFE Responded,"January 27, 2022",,2a-RFE
1990312576,RFE Responded,"January 27, 2022",,2a-RFE
1990020546,Case Was Approved,"January 28, 2022",,4-Approved
1990020549,Case Was Approved,"January 28, 2022",,4-Approved
1990020552,Case Was Approved,"January 28, 2022",,4-Approved
1990020553,New Card Is Being Produced,"January 28, 2022",,4-Approved
1990076618,Card Was Mailed To Me,"January 28, 2022",,4-Approved
1990133491,Case Was Approved,"January 28, 2022",,4-Approved
1990202371,Card Was Mailed To Me,"January 28, 2022",,4-Approved
1990240472,Interview Was Ready,"January 28, 2022",,3-Interview
1990250013,Case Was Approved,"January 28, 2022",,4-Approved
1990020546,Card Was Mailed To Me,"January 31, 2022",,4-Approved
1990020549,Card Was Mailed To Me,"January 31, 2022",,4-Approved
1990020552,Card Was Mailed To Me,"January 31, 2022",,4-Approved
1990020553,Case Was Approved,"January 31, 2022",,4-Approved
1990108278,RFE Responded,"January 31, 2022",,2a-RFE
1990133491,Card Was Mailed To Me,"January 31, 2022",,4-Approved
1990240472,Interview Was Scheduled,"January 31, 2022",,3-Interview
1990317274,RFE Sent,"January 31, 2022",,2a-RFE
1990317277,RFE Sent,"January 31, 2022",,2a-RFE
1990020553,Card Was Mailed To Me,"February 1, 2022",,4-Approved
1990027546,New Card Is Being Produced,"February 1, 2022",,4-Approved
1990076618,Card Was Delivered,"February 1, 2022",,4-Approved
1990123269,Case Was Transferred,"February 1, 2022",,0-Received
1990251088,RFE Responded,"February 1, 2022",,2a-RFE
1990027546,Case Was Approved,"February 2, 2022",,4-Approved
1990202371,Card Was Delivered,"February 2, 2022",,4-Approved
1990020546,Card Was Delivered,"February 3, 2022",,4-Approved
1990020549,Card Was Delivered,"February 3, 2022",,4-Approved
1990020552,Card Was Delivered,"February 3, 2022",,4-Approved
1990133491,Card Was Delivered,"February 3, 2022",,4-Approved
1990151085,Expedite Request Denied,"February 3, 2022",,2b-Expedite
1990229356,RFE Sent,"February 4, 2022",,2a-RFE
1990229359,RFE Sent,"February 4, 2022",,2a-RFE
1990229361,RFE Sent,"February 4, 2022",,2a-RFE
1990229364,RFE Sent,"February 4, 2022",,2a-RFE
1990012488,Fingerprints Taken,"February 7, 2022",,1-Fingerprint-taken
1990020553,Card Was Delivered,"February 7, 2022",,4-Approved
1990179174,Case Was Approved,"February 8, 2022",,4-Approved
1990321195,Fingerprints Taken,"February 8, 2022",,1-Fingerprint-taken
1990321204,Fingerprints Taken,"February 8, 2022",,1-Fingerprint-taken
1990128934,New Card Is Being Produced,"February 9, 2022",,4-Approved
1990323747,RFE Sent,"February 10, 2022",,2a-RFE
1990323750,RFE Sent,"February 10, 2022",,2a-RFE
1990323753,RFE Sent,"February 10, 2022",,2a-RFE
1990323756,RFE Sent,"February 10, 2022",,2a-RFE
1990336457,RFE Responded,"February 9, 2022",,2a-RFE
1990336459,RFE Responded,"February 9, 2022",,2a-RFE
1990336461,RFE Responded,"February 9, 2022",,2a-RFE
1990111957,Interview Was Completed,"February 11, 2022",,3-Interview
1990111959,Interview Was Completed,"February 11, 2022",,3-Interview
1990111962,Interview Was Completed,"February 11, 2022",,3-Interview
1990128342,Case Was Denied,"February 10, 2022",,4-Denied
1990128934,Case Was Approved,"February 10, 2022",,4-Approved
1990157788,RFE Responded,"February 10, 2022",,2a-RFE
1990179174,Card Was Mailed To Me,"February 10, 2022",,4-Approved
1990208378,Case Was Transferred,"February 10, 2022",,0-Received
1990250013,Card Was Delivered,"February 10, 2022",,4-Approved
1990297318,RFE Sent,"February 10, 2022",,2a-RFE
1990330557,RFE Sent,"February 10, 2022",,2a-RFE
1990128934,Card Was Mailed To Me,"February 11, 2022",,4-Approved
1990088412,New Card Is Being Produced,"February 15, 2022",,4-Approved
1990157788,New Card Is Being Produced,"February 14, 2022",,4-Approved
1990179174,Card Was Delivered,"February 14, 2022",,4-Approved
1990270781,Interview Was Completed,"February 15, 2022",,3-Interview
1990328161,Case Was Transferred,"February 14, 2022",,0-Received
1990088409,New Card Is Being Produced,"February 15, 2022",,4-Approved
1990088415,New Card Is Being Produced,"February 15, 2022",,4-Approved
1990128934,Card Was Delivered,"February 15, 2022",,4-Approved
1990157788,Case Was Approved,"February 15, 2022",,4-Approved
1990321195,New Card Is Being Produced,"February 15, 2022",,4-Approved
1990321198,Fingerprints Taken,"February 15, 2022",,1-Fingerprint-taken
1990321201,Fingerprints Taken,"February 15, 2022",,1-Fingerprint-taken
1990321204,New Card Is Being Produced,"February 15, 2022",,4-Approved
1990328179,Case Was Transferred,"February 15, 2022",,0-Received
1990328182,Case Was Transferred,"February 15, 2022",,0-Received
1990027546,Card Was Returned To USCIS,"February 16, 2022",,9-Others
1990088409,Case Was Approved,"February 16, 2022",,4-Approved
1990088412,Case Was Approved,"February 16, 2022",,4-Approved
1990088415,Case Was Approved,"February 16, 2022",,4-Approved
1990107262,RFE Responded,"February 16, 2022",,2a-RFE
1990157788,Card Was Mailed To Me,"February 16, 2022",,4-Approved
1990226249,RFE Responded,"February 16, 2022",,2a-RFE
1990312570,New Card Is Being Produced,"February 16, 2022",,4-Approved
1990312573,New Card Is Being Produced,"February 16, 2022",,4-Approved
1990321195,Case Was Approved,"February 16, 2022",,4-Approved
1990321198,Case Was Approved,"February 16, 2022",,4-Approved
1990321201,Case Was Approved,"February 16, 2022",,4-Approved
1990321204,Case Was Approved,"February 16, 2022",,4-Approved
1990312564,New Card Is Being Produced,"February 17, 2022",,4-Approved
1990312567,New Card Is Being Produced,"February 17, 2022",,4-Approved
1990312570,Case Was Approved,"February 17, 2022",,4-Approved
1990312573,Case Was Approved,"February 17, 2022",,4-Approved
1990312576,New Card Is Being Produced,"February 17, 2022",,4-Approved
1990088409,Card Was Mailed To Me,"February 18, 2022",,4-Approved
1990088412,Card Was Mailed To Me,"February 18, 2022",,4-Approved
1990088415,Card Was Mailed To Me,"February 18, 2022",,4-Approved
1990312564,Case Was Approved,"February 18, 2022",,4-Approved
1990312567,Case Was Approved,"February 18, 2022",,4-Approved
1990312576,Case Was Approved,"February 18, 2022",,4-Approved
1990321195,Card Was Mailed To Me,"February 18, 2022",,4-Approved
1990321204,Card Was Mailed To Me,"February 18, 2022",,4-Approved
1990044066,Case Was Approved,"February 22, 2022",,4-Approved
1990107286,RFE Responded,"February 22, 2022",,2a-RFE
1990111957,Case Was Approved,"February 22, 2022",,4-Approved
1990111959,Case Was Approved,"February 22, 2022",,4-Approved
1990111962,Case Was Approved,"February 22, 2022",,4-Approved
1990242594,RFE Responded,"February 22, 2022",,2a-RFE
1990312570,Card Was Mailed To Me,"February 22, 2022",,4-Approved
1990312573,Card Was Mailed To Me,"February 22, 2022",,4-Approved
1990328192,RFE Responded,"February 22, 2022",,2a-RFE
1990088409,Card Was Delivered,"February 23, 2022",,4-Approved
1990088412,Card Was Delivered,"February 23, 2022",,4-Approved
1990088415,Card Was Delivered,"February 23, 2022",,4-Approved
1990157788,Card Was Delivered,"February 23, 2022",,4-Approved
1990301732,Case Was Approved,"February 23, 2022",,4-Approved
1990305000,RFE Responded,"February 23, 2022",,2a-RFE
1990305002,RFE Responded,"February 23, 2022",,2a-RFE
1990305935,New Card Is Being Produced,"February 23, 2022",,4-Approved
1990312564,Card Was Mailed To Me,"February 23, 2022",,4-Approved
1990312567,Card Was Mailed To Me,"February 23, 2022",,4-Approved
1990312576,Card Was Mailed To Me,"February 23, 2022",,4-Approved
1990328189,RFE Responded,"February 23, 2022",,2a-RFE
1990336457,New Card Is Being Produced,"February 23, 2022",,4-Approved
1990336459,New Card Is Being Produced,"February 23, 2022",,4-Approved
1990336461,New Card Is Being Produced,"February 23, 2022",,4-Approved
1990251088,New Card Is Being Produced,"February 24, 2022",,4-Approved
1990305935,Case Was Approved,"February 24, 2022",,4-Approved
1990336457,Case Was Approved,"February 24, 2022",,4-Approved
1990336459,Case Was Approved,"February 24, 2022",,4-Approved
1990336461,Case Was Approved,"February 24, 2022",,4-Approved
1990044066,Card Was Mailed To Me,"February 25, 2022",,4-Approved
1990111957,Card Was Mailed To Me,"February 25, 2022",,4-Approved
1990111959,Card Was Mailed To Me,"February 25, 2022",,4-Approved
1990111962,Card Was Mailed To Me,"February 25, 2022",,4-Approved
1990251088,Case Was Approved,"February 25, 2022",,4-Approved
1990301732,Card Was Mailed To Me,"February 25, 2022",,4-Approved
1990336457,Card Was Mailed To Me,"February 25, 2022",,4-Approved
1990336459,Card Was Mailed To Me,"February 25, 2022",,4-Approved
1990336461,Card Was Mailed To Me,"February 25, 2022",,4-Approved
1990251088,Card Was Mailed To Me,"February 28, 2022",,4-Approved
1990305935,Card Was Mailed To Me,"February 28, 2022",,4-Approved
1990312564,Card Was Delivered,"February 26, 2022",,4-Approved
1990312567,Card Was Delivered,"February 26, 2022",,4-Approved
1990312570,Card Was Delivered,"February 25, 2022",,4-Approved
1990312573,Card Was Delivered,"February 25, 2022",,4-Approved
1990312576,Card Was Delivered,"February 26, 2022",,4-Approved
1990328149,Case Was Denied,"February 28, 2022",,4-Denied
1990330557,RFE Responded,"February 28, 2022",,2a-RFE
1990027546,Card Was Mailed To Me,"March 1, 2022",,4-Approved
1990078952,New Card Is Being Produced,"March 1, 2022",,4-Approved
1990212739,New Card Is Being Produced,"March 1, 2022",,4-Approved
1990274327,Case Was Transferred,"March 1, 2022",,0-Received
1990321195,Card Was Delivered,"March 2, 2022",,4-Approved
1990321204,Card Was Delivered,"March 2, 2022",,4-Approved
1990337207,RFE Sent,"March 1, 2022",,2a-RFE
1990044066,Card Was Delivered,"March 2, 2022",,4-Approved
1990078952,Case Was Approved,"March 2, 2022",,4-Approved
1990111957,Card Was Delivered,"March 2, 2022",,4-Approved
1990111959,Card Was Delivered,"March 2, 2022",,4-Approved
1990111962,Card Was Delivered,"March 2, 2022",,4-Approved
1990212739,Case Was Approved,"March 2, 2022",,4-Approved
1990301732,Card Was Delivered,"March 2, 2022",,4-Approved
1990321198,Card Was Mailed To Me,"March 2, 2022",,4-Approved
1990321201,Card Was Mailed To Me,"March 2, 2022",,4-Approved
1990328346,RFE Sent,"March 2, 2022",,2a-RFE
1990330955,Case Was Transferred,"March 3, 2022",,0-Received
1990330957,Case Was Transferred,"March 3, 2022",,0-Received
1990336457,Card Was Delivered,"March 2, 2022",,4-Approved
1990336459,Card Was Delivered,"March 2, 2022",,4-Approved
1990336461,Card Was Delivered,"March 2, 2022",,4-Approved
1990027546,Card Was Delivered,"March 3, 2022",,4-Approved
1990078952,Card Was Mailed To Me,"March 3, 2022",,4-Approved
1990202371,Notice Returned,"March 4, 2022",,9-Others
1990212739,Card Was Mailed To Me,"March 3, 2022",,4-Approved
1990241636,RFE Responded,"March 3, 2022",,2a-RFE
1990241637,RFE Responded,"March 3, 2022",,2a-RFE
1990251088,Card Was Delivered,"March 3, 2022",,4-Approved
1990290923,RFE Sent,"March 3, 2022",,2a-RFE
1990295329,RFE Sent,"March 3, 2022",,2a-RFE
1990305935,Card Was Delivered,"March 3, 2022",,4-Approved
1990321359,RFE Sent,"March 3, 2022",,2a-RFE
1990321362,RFE Sent,"March 3, 2022",,2a-RFE
1990328349,RFE Sent,"March 3, 2022",,2a-RFE
1990300844,Interview Was Ready,"March 4, 2022",,3-Interview
1990300847,Interview Was Ready,"March 4, 2022",,3-Interview
1990025407,RFE Sent,"March 7, 2022",,2a-RFE
1990212739,Card Was Delivered,"March 7, 2022",,4-Approved
1990242596,RFE Sent,"March 7, 2022",,2a-RFE
1990288106,RFE Sent,"March 7, 2022",,2a-RFE
1990288109,RFE Sent,"March 7, 2022",,2a-RFE
1990297190,RFE Sent,"March 7, 2022",,2a-RFE
1990317277,RFE Responded,"March 7, 2022",,2a-RFE
1990318654,RFE Sent,"March 7, 2022",,2a-RFE
1990321198,Card Was Delivered,"March 8, 2022",,4-Approved
1990321201,Card Was Delivered,"March 8, 2022",,4-Approved
1990328223,RFE Sent,"March 7, 2022",,2a-RFE
1990078952,Card Was Delivered,"March 8, 2022",,4-Approved
1990260656,Case Was Transferred,"March 8, 2022",,0-Received
1990288103,RFE Sent,"March 8, 2022",,2a-RFE
1990288195,RFE Sent,"March 8, 2022",,2a-RFE
1990288198,RFE Sent,"March 8, 2022",,2a-RFE
1990297704,RFE Sent,"March 8, 2022",,2a-RFE
1990297836,RFE Sent,"March 8, 2022",,2a-RFE
1990297838,RFE Sent,"March 8, 2022",,2a-RFE
1990300844,Interview Was Scheduled,"March 8, 2022",,3-Interview
1990300847,Interview Was Scheduled,"March 8, 2022",,3-Interview
1990323709,RFE Sent,"March 8, 2022",,2a-RFE
1990326927,RFE Sent,"March 8, 2022",,2a-RFE
1990256475,RFE Sent,"March 9, 2022",,2a-RFE
1990314929,RFE Sent,"March 9, 2022",,2a-RFE
1990314931,RFE Sent,"March 9, 2022",,2a-RFE
1990314934,RFE Sent,"March 9, 2022",,2a-RFE
1990328152,RFE Sent,"March 9, 2022",,2a-RFE
1990328155,RFE Sent,"March 9, 2022",,2a-RFE
1990328158,RFE Sent,"March 9, 2022",,2a-RFE
1990328357,RFE Sent,"March 9, 2022",,2a-RFE
1990328363,RFE Sent,"March 9, 2022",,2a-RFE
1990328366,RFE Sent,"March 9, 2022",,2a-RFE
1990120073,RFE Sent,"March 10, 2022",,2a-RFE
1990120076,RFE Sent,"March 10, 2022",,2a-RFE
1990172866,RFE Sent,"March 11, 2022",,2a-RFE
1990226252,New Card Is Being Produced,"March 10, 2022",,4-Approved
1990279465,Case Was Transferred,"March 11, 2022",,0-Received
1990289641,RFE Sent,"March 10, 2022",,2a-RFE
1990295892,Case Was Transferred,"March 11, 2022",,0-Received
1990295895,Case Was Transferred,"March 11, 2022",,0-Received
1990299652,RFE Sent,"March 10, 2022",,2a-RFE
1990299655,RFE Sent,"March 10, 2022",,2a-RFE
1990314937,RFE Sent,"March 10, 2022",,2a-RFE
1990317486,RFE Sent,"March 10, 2022",,2a-RFE
1990321365,RFE Sent,"March 10, 2022",,2a-RFE
1990322118,RFE Sent,"March 10, 2022",,2a-RFE
1990324767,RFE Sent,"March 10, 2022",,2a-RFE
1990328422,RFE Sent,"March 10, 2022",,2a-RFE
1990328424,RFE Sent,"March 10, 2022",,2a-RFE
1990333441,Case Was Denied,"March 10, 2022",,4-Denied
1990333444,Notice Explaining USCIS Actions Was Mailed,"March 10, 2022",,9-Others
1990333447,Notice Explaining USCIS Actions Was Mailed,"March 10, 2022",,9-Others
